time,site_id,p_ac_kw,p_ac_ph1_kw,p_ac_ph2_kw,p_ac_ph3_kw,e_exported_kwh,e_imported_kwh,e_net_kwh,v_ph1_n_v,v_ph2_n_v,v_ph3_n_v,v_ph1_ph2_v,v_ph2_ph3_v,v_ph3_ph1_v,i_ph1_a,i_ph2_a,i_ph3_a,freq_hz,power_factor,power_factor_ph1,power_factor_ph2,power_factor_ph3,q_kvar,q_ph1_kvar,q_ph2_kvar,q_ph3_kvar,q_total_kvarh,quality
2024-12-07 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-07 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-07 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-07 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-07 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-07 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.016970130833333333,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-07 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2.0208426437666667,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-07 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2.208923077333333,,,,0.7000000000016384,,,,,,,,,,,,,,,,,,,,,,0
2024-12-07 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2.1944844065333338,,,,1.3999999999969093,,,,,,,,,,,,,,,,,,,,,,0
2024-12-07 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2.0246609606666666,,,,5.400000000004192,,,,,,,,,,,,,,,,,,,,,,0
2024-12-07 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2.2781308166166663,,,,0.49999999999909095,,,,,,,,,,,,,,,,,,,,,,0
2024-12-07 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2.200251774166667,,,,0.7000000000007288,,,,,,,,,,,,,,,,,,,,,,0
2024-12-07 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2.333720373833334,,,,1.4999999999990925,,,,,,,,,,,,,,,,,,,,,,0
2024-12-07 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3.2530985542499997,,,,6.099999999997642,,,,,,,,,,,,,,,,,,,,,,0
2024-12-07 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3.4914387238333338,,,,0.6000000000012744,,,,,,,,,,,,,,,,,,,,,,0
2024-12-07 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-07 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-07 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-07 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-07 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-07 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-08 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-08 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-08 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-08 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-08 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-08 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-08 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-08 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-08 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-08 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1.9609776038916669,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-08 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2.188100476133333,,,,0.7000000000016384,,,,,,,,,,,,,,,,,,,,,,0
2024-12-08 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2.0892594933333326,,,,0.800000000000183,,,,,,,,,,,,,,,,,,,,,,0
2024-12-08 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2.233433397483333,,,,5.199999999992548,,,,,,,,,,,,,,,,,,,,,,0
2024-12-08 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2.0669987342023806,,,,1.2999999999983647,,,,,,,,,,,,,,,,,,,,,,0
2024-12-08 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2.119994205083333,,,,0.8000000000010927,,,,,,,,,,,,,,,,,,,,,,0
2024-12-08 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2.1560944780833324,,,,0.8000000000010927,,,,,,,,,,,,,,,,,,,,,,0
2024-12-08 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3.5765368496833334,,,,6.100000000000373,,,,,,,,,,,,,,,,,,,,,,0
2024-12-08 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3.3376968757333336,,,,1.0000000000027303,,,,,,,,,,,,,,,,,,,,,,0
2024-12-08 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-08 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-08 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-08 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-08 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-08 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-09 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-09 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-09 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-09 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-09 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-09 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-09 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-09 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-09 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.033852888583333324,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-09 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2.134883310295834,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-09 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2.19288128,,,,0.6000000000012744,,,,,,,,,,,,,,,,,,,,,,0
2024-12-09 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2.17801371425,,,,0.6999999999970901,,,,,,,,,,,,,,,,,,,,,,0
2024-12-09 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,286.3510581239286,,,,272.1999999999998,,,,,,,,,,,,,,,,,,,,,,0
2024-12-09 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,102.60892534916667,,,,140.2000000000089,,,,,,,,,,,,,,,,,,,,,,0
2024-12-09 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,349.4029502791666,,,,360.1999999999907,,,,,,,,,,,,,,,,,,,,,,0
2024-12-09 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,347.34826104244996,,,,329.4000000000025,,,,,,,,,,,,,,,,,,,,,,0
2024-12-09 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,354.8730276619047,,,,412.39999999999964,,,,,,,,,,,,,,,,,,,,,,0
2024-12-09 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1.5190804230833337,,,,1.8000000000010943,,,,,,,,,,,,,,,,,,,,,,0
2024-12-09 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-09 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-09 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-09 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-09 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-09 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-10 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-10 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-10 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-10 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-10 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-10 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-10 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-10 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-10 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-10 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,67.06517332083335,,,,65.50000000000091,,,,,,,,,,,,,,,,,,,,,,0
2024-12-10 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,447.84649166666674,,,,470.1000000000013,,,,,,,,,,,,,,,,,,,,,,0
2024-12-10 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1363.8641649999997,,,,1273.4999999999966,,,,,,,,,,,,,,,,,,,,,,0
2024-12-10 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2448.620531333333,,,,2345.900000000006,,,,,,,,,,,,,,,,,,,,,,0
2024-12-10 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1320.6307749999999,,,,1433.4999999999982,,,,,,,,,,,,,,,,,,,,,,0
2024-12-10 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1095.2964434166663,,,,1174.4999999999995,,,,,,,,,,,,,,,,,,,,,,0
2024-12-10 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,491.7788580833333,,,,572.6999999999933,,,,,,,,,,,,,,,,,,,,,,0
2024-12-10 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,74.79688830016667,,,,71.5999999999967,,,,,,,,,,,,,,,,,,,,,,0
2024-12-10 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.3233160833333335,,,,0.50000000000182,,,,,,,,,,,,,,,,,,,,,,0
2024-12-10 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-10 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-10 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-10 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-10 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-10 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-11 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-11 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-11 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-11 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-11 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-11 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-11 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-11 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-11 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-11 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,127.49013275166668,,,,119.70000000000255,,,,,,,,,,,,,,,,,,,,,,0
2024-12-11 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,717.4680701666667,,,,645.8000000000009,,,,,,,,,,,,,,,,,,,,,,0
2024-12-11 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1512.8051433333335,,,,1588.4000000000042,,,,,,,,,,,,,,,,,,,,,,0
2024-12-11 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1591.0054974999998,,,,1544.7999999999956,,,,,,,,,,,,,,,,,,,,,,0
2024-12-11 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1503.0623758333334,,,,1549.3000000000045,,,,,,,,,,,,,,,,,,,,,,0
2024-12-11 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1271.5146974999998,,,,1218.399999999997,,,,,,,,,,,,,,,,,,,,,,0
2024-12-11 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,642.8459615,,,,696.5000000000059,,,,,,,,,,,,,,,,,,,,,,0
2024-12-11 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,86.07083578155834,,,,98.29999999999922,,,,,,,,,,,,,,,,,,,,,,0
2024-12-11 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.2942281510836111,,,,0.39999999999872715,,,,,,,,,,,,,,,,,,,,,,0
2024-12-11 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-11 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-11 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-11 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-11 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-11 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-12 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-12 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-12 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-12 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-12 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-12 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-12 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-12 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-12 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-12 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,166.9199609605,,,,153.39999999999054,,,,,,,,,,,,,,,,,,,,,,0
2024-12-12 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,1529.632439166667,,,,1410.7000000000048,,,,,,,,,,,,,,,,,,,,,,0
2024-12-12 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2297.6309301666665,,,,2327.2000000000025,,,,,,,,,,,,,,,,,,,,,,0
2024-12-12 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2221.9381049999997,,,,2058.6999999999975,,,,,,,,,,,,,,,,,,,,,,0
2024-12-12 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2618.4110508333333,,,,2627.2,,,,,,,,,,,,,,,,,,,,,,0
2024-12-12 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,2100.9525025000003,,,,2389.9000000000037,,,,,,,,,,,,,,,,,,,,,,0
2024-12-12 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,956.7005059833335,,,,931.0999999999967,,,,,,,,,,,,,,,,,,,,,,0
2024-12-12 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,57.38370481538334,,,,59.40000000000233,,,,,,,,,,,,,,,,,,,,,,0
2024-12-12 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.12707320708333336,,,,0.30000000000018234,,,,,,,,,,,,,,,,,,,,,,0
2024-12-12 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-12 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-12 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-12 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-12 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-12 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-13 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-13 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-13 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-13 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-13 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-13 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-13 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-13 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-13 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-13 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,33.37052043,,,,26.09999999999673,,,,,,,,,,,,,,,,,,,,,,0
2024-12-13 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,123.33972263333335,,,,120.59999999999759,,,,,,,,,,,,,,,,,,,,,,0
2024-12-13 11:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,275.4713080833333,,,,253.89999999999964,,,,,,,,,,,,,,,,,,,,,,0
2024-12-13 12:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,389.47602441666663,,,,410.1000000000013,,,,,,,,,,,,,,,,,,,,,,0
2024-12-13 13:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,447.1366066666667,,,,485.29999999999745,,,,,,,,,,,,,,,,,,,,,,0
2024-12-13 14:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,338.20089399999995,,,,331.30000000000655,,,,,,,,,,,,,,,,,,,,,,0
2024-12-13 15:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,193.53060935000002,,,,204.899999999996,,,,,,,,,,,,,,,,,,,,,,0
2024-12-13 16:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,64.41249548762501,,,,70.59999999999945,,,,,,,,,,,,,,,,,,,,,,0
2024-12-13 17:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0.36001078433333344,,,,0.0999999999994543,,,,,,,,,,,,,,,,,,,,,,0
2024-12-13 18:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-13 19:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-13 20:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-13 21:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-13 22:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-13 23:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-14 00:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-14 01:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-14 02:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-14 03:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-14 04:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-14 05:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-14 06:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-14 07:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2024-12-14 08:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,3.870478075833334,,,,2.7000000000025492,,,,,,,,,,,,,,,,,,,,,,0
2024-12-14 09:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,142.4871909333333,,,,138.70000000000167,,,,,,,,,,,,,,,,,,,,,,0
2024-12-14 10:00:00+00,5ab83b40-553c-5ddd-976f-71f6cb5d490f,572.2354564999999,,,,486.2000000000017,,,,,,,,,,,,,,,,,,,,,,0
